Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_JCP2022
broad,2022_11_28_Batch5,BR00110722,L15,BRD-K01666924-319-01-9
broad,2022_11_28_Batch5,BR00110722,L16,BRD-K09821361-066-25-8
broad,2022_11_28_Batch5,BR00110722,L17,BRD-K96471533-001-11-6
broad,2022_11_28_Batch5,BR00110722,L18,BRD-K02130563-001-15-5
broad,2022_11_28_Batch5,BR00110722,L19,BRD-K00025599-001-01-9
broad,2022_11_28_Batch5,BR00110722,L20,BRD-K29653726-001-13-4
broad,2022_11_28_Batch5,BR00110722,L21,BRD-K96006160-001-03-7
broad,2022_11_28_Batch5,BR00110722,L22,BRD-A64743628-001-01-5
broad,2022_11_28_Batch5,BR00110722,L23,control
broad,2022_11_28_Batch5,BR00110722,L24,control
broad,2022_11_28_Batch5,BR00110722,M01,control
broad,2022_11_28_Batch5,BR00110722,M02,control
broad,2022_11_28_Batch5,BR00110722,M03,BRD-K55853390-001-13-2
broad,2022_11_28_Batch5,BR00110722,M04,BRD-K01773083-001-01-4
broad,2022_11_28_Batch5,BR00110722,M05,BRD-A16296925-001-01-3
broad,2022_11_28_Batch5,BR00110722,M06,BRD-K15360631-325-01-4
broad,2022_11_28_Batch5,BR00110722,M07,BRD-A49838158-001-01-1
broad,2022_11_28_Batch5,BR00110722,M08,BRD-A40472231-304-01-7
broad,2022_11_28_Batch5,BR00110722,M09,BRD-K40227168-001-13-9
broad,2022_11_28_Batch5,BR00110722,M10,BRD-K06519765-065-04-0
broad,2022_11_28_Batch5,BR00110722,M11,BRD-K91601245-001-16-1
broad,2022_11_28_Batch5,BR00110722,M12,BRD-A93963402-001-01-6
broad,2022_11_28_Batch5,BR00110722,M13,BRD-K74225533-001-12-0
broad,2022_11_28_Batch5,BR00110722,M14,BRD-K15502390-001-20-9
broad,2022_11_28_Batch5,BR00110722,M15,BRD-K55055802-001-10-2
broad,2022_11_28_Batch5,BR00110722,M16,BRD-K28761891-001-10-1
broad,2022_11_28_Batch5,BR00110722,M17,BRD-K78364995-236-19-1
broad,2022_11_28_Batch5,BR00110722,M18,BRD-K68822425-001-01-6
broad,2022_11_28_Batch5,BR00110722,M19,BRD-K00003713-001-01-9
broad,2022_11_28_Batch5,BR00110722,M20,BRD-A30205217-001-12-0
broad,2022_11_28_Batch5,BR00110722,M21,BRD-K51485625-001-08-4
broad,2022_11_28_Batch5,BR00110722,M22,BRD-K67100011-003-07-1
broad,2022_11_28_Batch5,BR00110722,M23,control
broad,2022_11_28_Batch5,BR00110722,M24,control
broad,2022_11_28_Batch5,BR00110722,N01,control
broad,2022_11_28_Batch5,BR00110722,N02,control
broad,2022_11_28_Batch5,BR00110722,N03,BRD-K39746403-084-05-6
broad,2022_11_28_Batch5,BR00110722,N04,BRD-K73881242-003-06-1
broad,2022_11_28_Batch5,BR00110722,N05,BRD-K81993098-003-15-0
broad,2022_11_28_Batch5,BR00110722,N06,BRD-K32786395-001-01-2
broad,2022_11_28_Batch5,BR00110722,N07,BRD-K34415467-003-14-8
broad,2022_11_28_Batch5,BR00110722,N08,BRD-K78781788-003-01-9
broad,2022_11_28_Batch5,BR00110722,N09,BRD-A60765580-001-03-4
broad,2022_11_28_Batch5,BR00110722,N10,BRD-K82147103-003-05-6
broad,2022_11_28_Batch5,BR00110722,N11,BRD-M67659203-001-02-7
broad,2022_11_28_Batch5,BR00110722,N12,BRD-K47679368-236-01-7
broad,2022_11_28_Batch5,BR00110722,N13,BRD-K01826531-311-08-9
broad,2022_11_28_Batch5,BR00110722,N14,BRD-K96691275-001-01-2
broad,2022_11_28_Batch5,BR00110722,N15,BRD-K00025439-001-01-9
broad,2022_11_28_Batch5,BR00110722,N16,BRD-K05977355-001-23-2
broad,2022_11_28_Batch5,BR00110722,N17,BRD-K38203080-001-01-2
broad,2022_11_28_Batch5,BR00110722,N18,BRD-A87606379-001-23-2
broad,2022_11_28_Batch5,BR00110722,N19,BRD-K68432770-236-24-9
broad,2022_11_28_Batch5,BR00110722,N20,BRD-K64636206-001-02-7
broad,2022_11_28_Batch5,BR00110722,N21,BRD-K48304345-332-02-4
broad,2022_11_28_Batch5,BR00110722,N22,BRD-A84465106-001-09-5
broad,2022_11_28_Batch5,BR00110722,N23,control
broad,2022_11_28_Batch5,BR00110722,N24,control
broad,2022_11_28_Batch5,BR00110722,O01,control
broad,2022_11_28_Batch5,BR00110722,O02,control
broad,2022_11_28_Batch5,BR00110722,O03,BRD-A51382177-236-04-8
broad,2022_11_28_Batch5,BR00110722,O04,BRD-K68553471-003-12-3
broad,2022_11_28_Batch5,BR00110722,O05,BRD-K04112579-001-07-0
broad,2022_11_28_Batch5,BR00110722,O06,BRD-K04657451-001-01-0
broad,2022_11_28_Batch5,BR00110722,O07,BRD-A90807417-001-04-5
broad,2022_11_28_Batch5,BR00110722,O08,BRD-K38911213-003-01-6
broad,2022_11_28_Batch5,BR00110722,O09,BRD-K53220666-001-03-9
broad,2022_11_28_Batch5,BR00110722,O10,BRD-K62186992-334-02-8
broad,2022_11_28_Batch5,BR00110722,O11,BRD-K53319039-001-01-8
broad,2022_11_28_Batch5,BR00110722,O12,BRD-K35240538-001-26-2
broad,2022_11_28_Batch5,BR00110722,O13,BRD-K67043667-001-26-4
broad,2022_11_28_Batch5,BR00110722,O14,BRD-K43389675-003-20-9
broad,2022_11_28_Batch5,BR00110722,O15,BRD-A54236247-003-04-3
broad,2022_11_28_Batch5,BR00110722,O16,BRD-K94072573-001-09-9
broad,2022_11_28_Batch5,BR00110722,O17,BRD-K11756522-001-10-9
broad,2022_11_28_Batch5,BR00110722,O18,BRD-K22482860-001-21-4
broad,2022_11_28_Batch5,BR00110722,O19,BRD-M29182745-001-02-2
broad,2022_11_28_Batch5,BR00110722,O20,BRD-K91244729-003-01-3
broad,2022_11_28_Batch5,BR00110722,O21,BRD-K52960356-001-15-5
broad,2022_11_28_Batch5,BR00110722,O22,BRD-K47639036-003-06-6
broad,2022_11_28_Batch5,BR00110722,O23,control
broad,2022_11_28_Batch5,BR00110722,O24,control
broad,2022_11_28_Batch5,BR00110722,P01,control
broad,2022_11_28_Batch5,BR00110722,P02,control
broad,2022_11_28_Batch5,BR00110722,P03,BRD-K27184429-300-02-1
broad,2022_11_28_Batch5,BR00110722,P04,BRD-K01826751-003-08-9
broad,2022_11_28_Batch5,BR00110722,P05,BRD-K49060658-001-08-0
broad,2022_11_28_Batch5,BR00110722,P06,BRD-K50398167-236-23-5
broad,2022_11_28_Batch5,BR00110722,P07,BRD-A93683007-001-02-7
broad,2022_11_28_Batch5,BR00110722,P08,BRD-K01824991-001-04-9
broad,2022_11_28_Batch5,BR00110722,P09,BRD-A52922642-001-04-5
broad,2022_11_28_Batch5,BR00110722,P10,BRD-K46493214-001-06-7
broad,2022_11_28_Batch5,BR00110722,P11,BRD-K30652337-004-04-9
broad,2022_11_28_Batch5,BR00110722,P12,BRD-K04725460-001-12-1
broad,2022_11_28_Batch5,BR00110722,P13,BRD-K01825698-001-02-9
broad,2022_11_28_Batch5,BR00110722,P14,BRD-K13533483-001-19-9
broad,2022_11_28_Batch5,BR00110722,P15,BRD-K67943528-050-03-9
broad,2022_11_28_Batch5,BR00110722,P16,BRD-K26581543-001-01-6
broad,2022_11_28_Batch5,BR00110722,P17,BRD-A06352418-001-28-9
broad,2022_11_28_Batch5,BR00110722,P18,BRD-K28667793-001-28-1
broad,2022_11_28_Batch5,BR00110722,P19,BRD-K33742430-001-01-1
broad,2022_11_28_Batch5,BR00110722,P20,BRD-A29485665-001-11-0
broad,2022_11_28_Batch5,BR00110722,P21,BRD-K85693895-001-03-7
broad,2022_11_28_Batch5,BR00110722,P22,BRD-K70601687-001-01-3
broad,2022_11_28_Batch5,BR00110722,P23,control
broad,2022_11_28_Batch5,BR00110722,P24,control
broad,2022_11_28_Batch5,BR00110728,A01,control
broad,2022_11_28_Batch5,BR00110728,A02,control
broad,2022_11_28_Batch5,BR00110728,A03,BRD-K79884267-001-01-4
broad,2022_11_28_Batch5,BR00110728,A04,BRD-K10843433-001-26-9
broad,2022_11_28_Batch5,BR00110728,A05,BRD-K32842773-304-06-2
broad,2022_11_28_Batch5,BR00110728,A06,BRD-A45543382-001-11-9
broad,2022_11_28_Batch5,BR00110728,A07,BRD-K99107520-001-29-9
broad,2022_11_28_Batch5,BR00110728,A08,BRD-K62685538-001-02-9
broad,2022_11_28_Batch5,BR00110728,A09,BRD-K71013094-065-05-3
broad,2022_11_28_Batch5,BR00110728,A10,BRD-K00004536-001-01-9
broad,2022_11_28_Batch5,BR00110728,A11,BRD-K88405679-001-04-9
broad,2022_11_28_Batch5,BR00110728,A12,BRD-K36368047-001-02-9
broad,2022_11_28_Batch5,BR00110728,A13,BRD-K53414658-001-02-5
broad,2022_11_28_Batch5,BR00110728,A14,BRD-K92213669-001-02-9
broad,2022_11_28_Batch5,BR00110728,A15,BRD-K01826024-001-01-9
broad,2022_11_28_Batch5,BR00110728,A16,BRD-K51937257-001-02-9
broad,2022_11_28_Batch5,BR00110728,A17,BRD-A76661185-300-02-4
broad,2022_11_28_Batch5,BR00110728,A18,BRD-K74363950-004-02-9
broad,2022_11_28_Batch5,BR00110728,A19,BRD-A25234499-001-21-9
broad,2022_11_28_Batch5,BR00110728,A20,BRD-A54275602-001-01-0
broad,2022_11_28_Batch5,BR00110728,A21,BRD-K05446112-001-02-9
broad,2022_11_28_Batch5,BR00110728,A22,BRD-K00003579-001-01-9
broad,2022_11_28_Batch5,BR00110728,A23,control
broad,2022_11_28_Batch5,BR00110728,A24,control
broad,2022_11_28_Batch5,BR00110728,B01,control
broad,2022_11_28_Batch5,BR00110728,B02,control
broad,2022_11_28_Batch5,BR00110728,B03,BRD-K59058747-001-20-9
broad,2022_11_28_Batch5,BR00110728,B04,BRD-A57133233-003-12-9
broad,2022_11_28_Batch5,BR00110728,B05,BRD-K04394237-001-06-0
broad,2022_11_28_Batch5,BR00110728,B06,BRD-K88786763-003-03-9
broad,2022_11_28_Batch5,BR00110728,B07,BRD-K55044200-001-16-1
broad,2022_11_28_Batch5,BR00110728,B08,BRD-K80036624-001-06-9
broad,2022_11_28_Batch5,BR00110728,B09,BRD-K72339976-065-04-7
broad,2022_11_28_Batch5,BR00110728,B10,BRD-A23072235-050-19-9
broad,2022_11_28_Batch5,BR00110728,B11,BRD-K25494650-003-01-8
broad,2022_11_28_Batch5,BR00110728,B12,BRD-K00003609-001-01-9
broad,2022_11_28_Batch5,BR00110728,B13,BRD-K09735259-001-01-3
broad,2022_11_28_Batch5,BR00110728,B14,BRD-A31521121-001-28-9
broad,2022_11_28_Batch5,BR00110728,B15,BRD-K88625236-001-07-5
broad,2022_11_28_Batch5,BR00110728,B16,BRD-K91315211-300-15-9
broad,2022_11_28_Batch5,BR00110728,B17,BRD-K61250553-003-32-2
broad,2022_11_28_Batch5,BR00110728,B18,BRD-K82236179-001-08-9
broad,2022_11_28_Batch5,BR00110728,B19,BRD-K36788280-001-04-6
broad,2022_11_28_Batch5,BR00110728,B20,BRD-K92428153-001-08-9
broad,2022_11_28_Batch5,BR00110728,B21,BRD-A21474126-001-01-6
broad,2022_11_28_Batch5,BR00110728,B22,BRD-A28856712-003-27-9
broad,2022_11_28_Batch5,BR00110728,B23,control
broad,2022_11_28_Batch5,BR00110728,B24,control
broad,2022_11_28_Batch5,BR00110728,C01,control
broad,2022_11_28_Batch5,BR00110728,C02,control
broad,2022_11_28_Batch5,BR00110728,C03,BRD-A17655518-001-24-4
broad,2022_11_28_Batch5,BR00110728,C04,BRD-K46839850-050-06-9
broad,2022_11_28_Batch5,BR00110728,C05,BRD-K19742012-001-02-3
broad,2022_11_28_Batch5,BR00110728,C06,BRD-K48812570-001-04-9
broad,2022_11_28_Batch5,BR00110728,C07,BRD-K59715032-362-02-9
broad,2022_11_28_Batch5,BR00110728,C08,BRD-K24943235-001-02-9
broad,2022_11_28_Batch5,BR00110728,C09,BRD-K10845183-304-01-6
broad,2022_11_28_Batch5,BR00110728,C10,BRD-K00003590-314-01-9
broad,2022_11_28_Batch5,BR00110728,C11,BRD-A95602221-003-03-9
broad,2022_11_28_Batch5,BR00110728,C12,BRD-K85178109-304-04-9
broad,2022_11_28_Batch5,BR00110728,C13,BRD-K13238168-001-03-9
broad,2022_11_28_Batch5,BR00110728,C14,BRD-K97810537-001-15-9
broad,2022_11_28_Batch5,BR00110728,C15,BRD-K02729857-001-01-9
broad,2022_11_28_Batch5,BR00110728,C16,BRD-K37385792-003-03-9
broad,2022_11_28_Batch5,BR00110728,C17,BRD-K73109821-001-23-9
broad,2022_11_28_Batch5,BR00110728,C18,BRD-K80396088-001-13-9
broad,2022_11_28_Batch5,BR00110728,C19,BRD-K98004573-051-03-9
broad,2022_11_28_Batch5,BR00110728,C20,BRD-K13296708-003-06-9
broad,2022_11_28_Batch5,BR00110728,C21,BRD-K00003543-412-01-9
broad,2022_11_28_Batch5,BR00110728,C22,BRD-K38140108-001-02-9
broad,2022_11_28_Batch5,BR00110728,C23,control
broad,2022_11_28_Batch5,BR00110728,C24,control
broad,2022_11_28_Batch5,BR00110728,D01,control
broad,2022_11_28_Batch5,BR00110728,D02,control
broad,2022_11_28_Batch5,BR00110728,D03,BRD-A05926236-001-05-3
broad,2022_11_28_Batch5,BR00110728,D04,BRD-K94266545-001-25-9
broad,2022_11_28_Batch5,BR00110728,D05,BRD-K42504537-001-01-6
broad,2022_11_28_Batch5,BR00110728,D06,BRD-K70301876-034-15-9
broad,2022_11_28_Batch5,BR00110728,D07,BRD-K64659768-001-13-6
broad,2022_11_28_Batch5,BR00110728,D08,BRD-K00911143-001-02-9
broad,2022_11_28_Batch5,BR00110728,D09,BRD-K16195444-003-26-0
broad,2022_11_28_Batch5,BR00110728,D10,BRD-K99063460-001-16-9
broad,2022_11_28_Batch5,BR00110728,D11,BRD-K03907181-236-07-6
broad,2022_11_28_Batch5,BR00110728,D12,BRD-K93208532-001-05-9
broad,2022_11_28_Batch5,BR00110728,D13,BRD-A33894669-065-01-9
broad,2022_11_28_Batch5,BR00110728,D14,BRD-K00003641-003-01-9
broad,2022_11_28_Batch5,BR00110728,D15,BRD-K90733503-001-10-3
broad,2022_11_28_Batch5,BR00110728,D16,BRD-K12568846-001-17-9
broad,2022_11_28_Batch5,BR00110728,D17,BRD-K18135438-001-16-7
broad,2022_11_28_Batch5,BR00110728,D18,BRD-K95142244-001-03-9
broad,2022_11_28_Batch5,BR00110728,D19,BRD-A60197193-001-14-6
broad,2022_11_28_Batch5,BR00110728,D20,BRD-K45542189-048-23-9
broad,2022_11_28_Batch5,BR00110728,D21,BRD-K01825622-003-02-9
broad,2022_11_28_Batch5,BR00110728,D22,BRD-K90374350-001-11-9
broad,2022_11_28_Batch5,BR00110728,D23,control
broad,2022_11_28_Batch5,BR00110728,D24,control
broad,2022_11_28_Batch5,BR00110728,E01,control
broad,2022_11_28_Batch5,BR00110728,E02,control
broad,2022_11_28_Batch5,BR00110728,E03,BRD-K29458283-001-29-9
broad,2022_11_28_Batch5,BR00110728,E04,BRD-K30373883-001-03-9
broad,2022_11_28_Batch5,BR00110728,E05,BRD-A99388803-001-01-5
broad,2022_11_28_Batch5,BR00110728,E06,BRD-K78355918-236-09-9
broad,2022_11_28_Batch5,BR00110728,E07,BRD-K17977438-048-06-9
broad,2022_11_28_Batch5,BR00110728,E08,BRD-K31965398-001-03-9
broad,2022_11_28_Batch5,BR00110728,E09,BRD-K57764956-001-02-8
broad,2022_11_28_Batch5,BR00110728,E10,BRD-K99300445-003-22-9
broad,2022_11_28_Batch5,BR00110728,E11,BRD-K39974922-001-01-9
broad,2022_11_28_Batch5,BR00110728,E12,BRD-K37270826-001-32-9
broad,2022_11_28_Batch5,BR00110728,E13,BRD-K46741531-001-03-9
broad,2022_11_28_Batch5,BR00110728,E14,BRD-K81418486-001-66-9
broad,2022_11_28_Batch5,BR00110728,E15,BRD-A64698388-003-01-7
broad,2022_11_28_Batch5,BR00110728,E16,BRD-K50859149-001-24-9
broad,2022_11_28_Batch5,BR00110728,E17,BRD-K81528515-001-15-9
broad,2022_11_28_Batch5,BR00110728,E18,BRD-A74667430-001-26-9
broad,2022_11_28_Batch5,BR00110728,E19,BRD-K01825700-001-02-9
broad,2022_11_28_Batch5,BR00110728,E20,BRD-K60369935-001-19-9
broad,2022_11_28_Batch5,BR00110728,E21,BRD-K01826569-003-19-9
broad,2022_11_28_Batch5,BR00110728,E22,BRD-K19761926-001-07-9
broad,2022_11_28_Batch5,BR00110728,E23,control
broad,2022_11_28_Batch5,BR00110728,E24,control
broad,2022_11_28_Batch5,BR00110728,F01,control
broad,2022_11_28_Batch5,BR00110728,F02,control
broad,2022_11_28_Batch5,BR00110728,F03,BRD-A09994331-003-02-4
broad,2022_11_28_Batch5,BR00110728,F04,BRD-K12219985-001-28-9
broad,2022_11_28_Batch5,BR00110728,F05,BRD-K33682646-001-02-7
broad,2022_11_28_Batch5,BR00110728,F06,BRD-A55469827-001-08-9
broad,2022_11_28_Batch5,BR00110728,F07,BRD-K20079257-001-09-6
broad,2022_11_28_Batch5,BR00110728,F08,BRD-K07940445-003-07-9
broad,2022_11_28_Batch5,BR00110728,F09,BRD-K45238818-001-02-6
broad,2022_11_28_Batch5,BR00110728,F10,BRD-K60640630-001-12-9
broad,2022_11_28_Batch5,BR00110728,F11,BRD-K17850764-236-11-9
broad,2022_11_28_Batch5,BR00110728,F12,BRD-A40777960-001-05-9
broad,2022_11_28_Batch5,BR00110728,F13,BRD-K21615095-001-08-4
broad,2022_11_28_Batch5,BR00110728,F14,BRD-K88734090-001-07-9
broad,2022_11_28_Batch5,BR00110728,F15,BRD-K36163066-304-02-4
broad,2022_11_28_Batch5,BR00110728,F16,BRD-K75250001-001-01-3
broad,2022_11_28_Batch5,BR00110728,F17,BRD-A33317514-001-01-3
broad,2022_11_28_Batch5,BR00110728,F18,BRD-K00010129-001-01-9
broad,2022_11_28_Batch5,BR00110728,F19,BRD-K85518562-236-09-7
broad,2022_11_28_Batch5,BR00110728,F20,BRD-K00004302-001-01-9
broad,2022_11_28_Batch5,BR00110728,F21,BRD-A39515206-001-01-9
broad,2022_11_28_Batch5,BR00110728,F22,BRD-K88611939-001-26-9
broad,2022_11_28_Batch5,BR00110728,F23,control
broad,2022_11_28_Batch5,BR00110728,F24,control
broad,2022_11_28_Batch5,BR00110728,G01,control
broad,2022_11_28_Batch5,BR00110728,G02,control
broad,2022_11_28_Batch5,BR00110728,G03,BRD-K76812510-236-14-8
broad,2022_11_28_Batch5,BR00110728,G04,BRD-K24023109-003-30-9
broad,2022_11_28_Batch5,BR00110728,G05,BRD-A46393198-003-16-6
broad,2022_11_28_Batch5,BR00110728,G06,BRD-K00004280-001-01-9
broad,2022_11_28_Batch5,BR00110728,G07,BRD-A70182876-001-11-9
broad,2022_11_28_Batch5,BR00110728,G08,BRD-K56699285-001-25-9
broad,2022_11_28_Batch5,BR00110728,G09,BRD-K21191422-001-01-5
broad,2022_11_28_Batch5,BR00110728,G10,BRD-K30240666-051-17-9
broad,2022_11_28_Batch5,BR00110728,G11,BRD-K44932450-001-17-9
broad,2022_11_28_Batch5,BR00110728,G12,BRD-K50866992-003-11-9
broad,2022_11_28_Batch5,BR00110728,G13,BRD-K08547377-003-07-3
broad,2022_11_28_Batch5,BR00110728,G14,BRD-K76810206-001-10-9
broad,2022_11_28_Batch5,BR00110728,G15,BRD-K01292611-003-17-8
broad,2022_11_28_Batch5,BR00110728,G16,BRD-K54006094-051-10-9
broad,2022_11_28_Batch5,BR00110728,G17,BRD-K75868704-001-06-9
broad,2022_11_28_Batch5,BR00110728,G18,BRD-K01826553-236-10-9
broad,2022_11_28_Batch5,BR00110728,G19,BRD-K34776109-001-19-9
broad,2022_11_28_Batch5,BR00110728,G20,BRD-K82800842-001-02-9
broad,2022_11_28_Batch5,BR00110728,G21,BRD-K00004281-001-01-9
broad,2022_11_28_Batch5,BR00110728,G22,BRD-K01826742-323-07-9
broad,2022_11_28_Batch5,BR00110728,G23,control
broad,2022_11_28_Batch5,BR00110728,G24,control
broad,2022_11_28_Batch5,BR00110728,H01,control
broad,2022_11_28_Batch5,BR00110728,H02,control
broad,2022_11_28_Batch5,BR00110728,H03,BRD-K92073408-001-16-5
broad,2022_11_28_Batch5,BR00110728,H04,BRD-K51671335-001-13-9
broad,2022_11_28_Batch5,BR00110728,H05,BRD-K04111260-001-10-0
broad,2022_11_28_Batch5,BR00110728,H06,BRD-K95739795-001-05-9
broad,2022_11_28_Batch5,BR00110728,H07,BRD-K63828191-003-32-1
broad,2022_11_28_Batch5,BR00110728,H08,BRD-A97701745-001-18-9
broad,2022_11_28_Batch5,BR00110728,H09,BRD-A78965079-036-01-8
broad,2022_11_28_Batch5,BR00110728,H10,BRD-A79672927-001-23-9
broad,2022_11_28_Batch5,BR00110728,H11,BRD-K26901728-001-06-2
broad,2022_11_28_Batch5,BR00110728,H12,BRD-K15231341-001-02-9
broad,2022_11_28_Batch5,BR00110728,H13,BRD-A28940325-001-25-7
broad,2022_11_28_Batch5,BR00110728,H14,BRD-K76452401-001-05-9
broad,2022_11_28_Batch5,BR00110728,H15,BRD-K65544384-001-15-8
broad,2022_11_28_Batch5,BR00110728,H16,BRD-K33814251-001-03-9
broad,2022_11_28_Batch5,BR00110728,H17,BRD-K33127281-001-04-9
broad,2022_11_28_Batch5,BR00110728,H18,BRD-K00003688-001-01-9
broad,2022_11_28_Batch5,BR00110728,H19,BRD-K13664493-316-03-3
broad,2022_11_28_Batch5,BR00110728,H20,BRD-K10906636-001-03-9
broad,2022_11_28_Batch5,BR00110728,H21,BRD-K01612348-001-14-8
broad,2022_11_28_Batch5,BR00110728,H22,BRD-K97440753-066-20-9
broad,2022_11_28_Batch5,BR00110728,H23,control
broad,2022_11_28_Batch5,BR00110728,H24,control
broad,2022_11_28_Batch5,BR00110728,I01,control
broad,2022_11_28_Batch5,BR00110728,I02,control
broad,2022_11_28_Batch5,BR00110728,I03,BRD-A90551241-001-10-8
broad,2022_11_28_Batch5,BR00110728,I04,BRD-K56558538-003-15-9
broad,2022_11_28_Batch5,BR00110728,I05,BRD-K55847762-304-01-7
broad,2022_11_28_Batch5,BR00110728,I06,BRD-K93814253-001-06-8
broad,2022_11_28_Batch5,BR00110728,I07,BRD-K69470111-236-10-9
broad,2022_11_28_Batch5,BR00110728,I08,BRD-K99879819-001-02-1
broad,2022_11_28_Batch5,BR00110728,I09,BRD-A34603619-001-01-9
broad,2022_11_28_Batch5,BR00110728,I10,BRD-A98378129-001-04-9
broad,2022_11_28_Batch5,BR00110728,I11,BRD-K64862097-001-20-9
broad,2022_11_28_Batch5,BR00110728,I12,BRD-K19796430-001-09-8
broad,2022_11_28_Batch5,BR00110728,I13,BRD-K21152241-001-09-9
broad,2022_11_28_Batch5,BR00110728,I14,BRD-K71035033-001-08-9
broad,2022_11_28_Batch5,BR00110728,I15,BRD-K76594255-001-01-6
broad,2022_11_28_Batch5,BR00110728,I16,BRD-K93332168-001-11-5
broad,2022_11_28_Batch5,BR00110728,I17,BRD-K81849500-001-08-9
broad,2022_11_28_Batch5,BR00110728,I18,BRD-A10967948-003-06-3
broad,2022_11_28_Batch5,BR00110728,I19,BRD-K49807096-003-18-9
broad,2022_11_28_Batch5,BR00110728,I20,BRD-K99447003-335-06-6
broad,2022_11_28_Batch5,BR00110728,I21,BRD-K03353589-236-01-4
broad,2022_11_28_Batch5,BR00110728,I22,BRD-K35952844-238-02-0
broad,2022_11_28_Batch5,BR00110728,I23,control
broad,2022_11_28_Batch5,BR00110728,I24,control
broad,2022_11_28_Batch5,BR00110728,J01,control
broad,2022_11_28_Batch5,BR00110728,J02,control
broad,2022_11_28_Batch5,BR00110728,J03,BRD-K87774949-001-07-0
broad,2022_11_28_Batch5,BR00110728,J04,BRD-A60294240-001-04-9
broad,2022_11_28_Batch5,BR00110728,J05,BRD-K28183345-003-11-4
broad,2022_11_28_Batch5,BR00110728,J06,BRD-M64062803-001-04-7
broad,2022_11_28_Batch5,BR00110728,J07,BRD-M93148412-001-02-6
broad,2022_11_28_Batch5,BR00110728,J08,BRD-K51579475-003-03-2
broad,2022_11_28_Batch5,BR00110728,J09,BRD-M00027710-001-05-9
broad,2022_11_28_Batch5,BR00110728,J10,BRD-K02528732-001-03-2
broad,2022_11_28_Batch5,BR00110728,J11,BRD-K47458712-001-22-3
broad,2022_11_28_Batch5,BR00110728,J12,BRD-K91495480-001-03-9
broad,2022_11_28_Batch5,BR00110728,J13,BRD-K05619559-001-12-7
broad,2022_11_28_Batch5,BR00110728,J14,BRD-K27062708-001-24-9
broad,2022_11_28_Batch5,BR00110728,J15,BRD-A17407635-001-04-0
broad,2022_11_28_Batch5,BR00110728,J16,BRD-K49880111-236-11-8
broad,2022_11_28_Batch5,BR00110728,J17,BRD-K80076813-001-08-8
broad,2022_11_28_Batch5,BR00110728,J18,BRD-A73930134-001-04-8
broad,2022_11_28_Batch5,BR00110728,J19,BRD-A79643124-001-01-9
broad,2022_11_28_Batch5,BR00110728,J20,BRD-K34032314-001-05-8
broad,2022_11_28_Batch5,BR00110728,J21,BRD-K66896751-001-02-4
broad,2022_11_28_Batch5,BR00110728,J22,BRD-A80908310-003-14-6
broad,2022_11_28_Batch5,BR00110728,J23,control
broad,2022_11_28_Batch5,BR00110728,J24,control
broad,2022_11_28_Batch5,BR00110728,K01,control
broad,2022_11_28_Batch5,BR00110728,K02,control
broad,2022_11_28_Batch5,BR00110728,K03,BRD-A04447196-001-01-8
broad,2022_11_28_Batch5,BR00110728,K04,BRD-K93900986-001-15-0
broad,2022_11_28_Batch5,BR00110728,K05,BRD-K71075093-045-14-7
broad,2022_11_28_Batch5,BR00110728,K06,BRD-K01825587-300-02-9
broad,2022_11_28_Batch5,BR00110728,K07,BRD-A32988684-003-09-9
broad,2022_11_28_Batch5,BR00110728,K08,BRD-A02006392-001-15-6
broad,2022_11_28_Batch5,BR00110728,K09,BRD-K77038618-356-01-3
broad,2022_11_28_Batch5,BR00110728,K10,BRD-A30815329-001-08-9
broad,2022_11_28_Batch5,BR00110728,K11,BRD-K01826562-001-15-9
broad,2022_11_28_Batch5,BR00110728,K12,BRD-A09472452-015-22-6
broad,2022_11_28_Batch5,BR00110728,K13,BRD-K73451719-001-01-2
broad,2022_11_28_Batch5,BR00110728,K14,BRD-K01638814-051-16-8
broad,2022_11_28_Batch5,BR00110728,K15,BRD-K01292756-001-23-5
broad,2022_11_28_Batch5,BR00110728,K16,BRD-K70358946-001-14-0
broad,2022_11_28_Batch5,BR00110728,K17,BRD-K93869735-001-03-9
broad,2022_11_28_Batch5,BR00110728,K18,BRD-K01825117-001-06-9
broad,2022_11_28_Batch5,BR00110728,K19,BRD-K55991142-001-01-6
broad,2022_11_28_Batch5,BR00110728,K20,BRD-K56156805-001-09-6
broad,2022_11_28_Batch5,BR00110728,K21,BRD-K01826548-003-13-9
broad,2022_11_28_Batch5,BR00110728,K22,BRD-K53123955-001-10-5
broad,2022_11_28_Batch5,BR00110728,K23,control
broad,2022_11_28_Batch5,BR00110728,K24,control
broad,2022_11_28_Batch5,BR00110728,L01,control
broad,2022_11_28_Batch5,BR00110728,L02,control
broad,2022_11_28_Batch5,BR00110728,L03,BRD-K70578146-001-06-7
broad,2022_11_28_Batch5,BR00110728,L04,BRD-K58794715-001-03-4
broad,2022_11_28_Batch5,BR00110728,L05,BRD-K51387999-067-01-6
broad,2022_11_28_Batch5,BR00110728,L06,BRD-A53576514-048-15-0
broad,2022_11_28_Batch5,BR00110728,L07,BRD-K24871708-002-04-6
broad,2022_11_28_Batch5,BR00110728,L08,BRD-K85146014-314-08-8
broad,2022_11_28_Batch5,BR00110728,L09,BRD-A30370660-001-04-1
