Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_JCP2022
broad,2022_11_28_Batch1,BR00135656,A01,control
broad,2022_11_28_Batch1,BR00135656,A02,control
broad,2022_11_28_Batch1,BR00135656,A03,control
broad,2022_11_28_Batch1,BR00135656,A04,control
broad,2022_11_28_Batch1,BR00135656,A05,control
broad,2022_11_28_Batch1,BR00135656,A06,control
broad,2022_11_28_Batch1,BR00135656,A07,control
broad,2022_11_28_Batch1,BR00135656,A08,control
broad,2022_11_28_Batch1,BR00135656,A09,control
broad,2022_11_28_Batch1,BR00135656,A10,control
broad,2022_11_28_Batch1,BR00135656,A11,control
broad,2022_11_28_Batch1,BR00135656,A12,control
broad,2022_11_28_Batch1,BR00135656,A13,control
broad,2022_11_28_Batch1,BR00135656,A14,control
broad,2022_11_28_Batch1,BR00135656,A15,control
broad,2022_11_28_Batch1,BR00135656,A16,control
broad,2022_11_28_Batch1,BR00135656,A17,control
broad,2022_11_28_Batch1,BR00135656,A18,control
broad,2022_11_28_Batch1,BR00135656,A19,control
broad,2022_11_28_Batch1,BR00135656,A20,control
broad,2022_11_28_Batch1,BR00135656,A21,control
broad,2022_11_28_Batch1,BR00135656,A22,control
broad,2022_11_28_Batch1,BR00135656,A23,control
broad,2022_11_28_Batch1,BR00135656,A24,control
broad,2022_11_28_Batch1,BR00135656,B01,control
broad,2022_11_28_Batch1,BR00135656,B02,control
broad,2022_11_28_Batch1,BR00135656,B03,control
broad,2022_11_28_Batch1,BR00135656,B04,control
broad,2022_11_28_Batch1,BR00135656,B05,control
broad,2022_11_28_Batch1,BR00135656,B06,control
broad,2022_11_28_Batch1,BR00135656,B07,control
broad,2022_11_28_Batch1,BR00135656,B08,control
broad,2022_11_28_Batch1,BR00135656,B09,control
broad,2022_11_28_Batch1,BR00135656,B10,control
broad,2022_11_28_Batch1,BR00135656,B11,control
broad,2022_11_28_Batch1,BR00135656,B12,control
broad,2022_11_28_Batch1,BR00135656,B13,control
broad,2022_11_28_Batch1,BR00135656,B14,control
broad,2022_11_28_Batch1,BR00135656,B15,control
broad,2022_11_28_Batch1,BR00135656,B16,control
broad,2022_11_28_Batch1,BR00135656,B17,control
broad,2022_11_28_Batch1,BR00135656,B18,control
broad,2022_11_28_Batch1,BR00135656,B19,control
broad,2022_11_28_Batch1,BR00135656,B20,control
broad,2022_11_28_Batch1,BR00135656,B21,control
broad,2022_11_28_Batch1,BR00135656,B22,control
broad,2022_11_28_Batch1,BR00135656,B23,control
broad,2022_11_28_Batch1,BR00135656,B24,control
broad,2022_11_28_Batch1,BR00135656,C01,control
broad,2022_11_28_Batch1,BR00135656,C02,control
broad,2022_11_28_Batch1,BR00135656,C03,control
broad,2022_11_28_Batch1,BR00135656,C04,control
broad,2022_11_28_Batch1,BR00135656,C05,control
broad,2022_11_28_Batch1,BR00135656,C06,control
broad,2022_11_28_Batch1,BR00135656,C07,control
broad,2022_11_28_Batch1,BR00135656,C08,control
broad,2022_11_28_Batch1,BR00135656,C09,control
broad,2022_11_28_Batch1,BR00135656,C10,control
broad,2022_11_28_Batch1,BR00135656,C11,control
broad,2022_11_28_Batch1,BR00135656,C12,control
broad,2022_11_28_Batch1,BR00135656,C13,control
broad,2022_11_28_Batch1,BR00135656,C14,control
broad,2022_11_28_Batch1,BR00135656,C15,control
broad,2022_11_28_Batch1,BR00135656,C16,control
broad,2022_11_28_Batch1,BR00135656,C17,control
broad,2022_11_28_Batch1,BR00135656,C18,control
broad,2022_11_28_Batch1,BR00135656,C19,control
broad,2022_11_28_Batch1,BR00135656,C20,control
broad,2022_11_28_Batch1,BR00135656,C21,control
broad,2022_11_28_Batch1,BR00135656,C22,control
broad,2022_11_28_Batch1,BR00135656,C23,control
broad,2022_11_28_Batch1,BR00135656,C24,control
broad,2022_11_28_Batch1,BR00135656,D01,control
broad,2022_11_28_Batch1,BR00135656,D02,control
broad,2022_11_28_Batch1,BR00135656,D03,control
broad,2022_11_28_Batch1,BR00135656,D04,control
broad,2022_11_28_Batch1,BR00135656,D05,control
broad,2022_11_28_Batch1,BR00135656,D06,control
broad,2022_11_28_Batch1,BR00135656,D07,control
broad,2022_11_28_Batch1,BR00135656,D08,control
broad,2022_11_28_Batch1,BR00135656,D09,control
broad,2022_11_28_Batch1,BR00135656,D10,control
broad,2022_11_28_Batch1,BR00135656,D11,control
broad,2022_11_28_Batch1,BR00135656,D12,control
broad,2022_11_28_Batch1,BR00135656,D13,control
broad,2022_11_28_Batch1,BR00135656,D14,control
broad,2022_11_28_Batch1,BR00135656,D15,control
broad,2022_11_28_Batch1,BR00135656,D16,control
broad,2022_11_28_Batch1,BR00135656,D17,control
broad,2022_11_28_Batch1,BR00135656,D18,control
broad,2022_11_28_Batch1,BR00135656,D19,control
broad,2022_11_28_Batch1,BR00135656,D20,control
broad,2022_11_28_Batch1,BR00135656,D21,control
broad,2022_11_28_Batch1,BR00135656,D22,control
broad,2022_11_28_Batch1,BR00135656,D23,control
broad,2022_11_28_Batch1,BR00135656,D24,control
broad,2022_11_28_Batch1,BR00135656,E01,control
broad,2022_11_28_Batch1,BR00135656,E02,control
broad,2022_11_28_Batch1,BR00135656,E03,control
broad,2022_11_28_Batch1,BR00135656,E04,control
broad,2022_11_28_Batch1,BR00135656,E05,control
broad,2022_11_28_Batch1,BR00135656,E06,control
broad,2022_11_28_Batch1,BR00135656,E07,control
broad,2022_11_28_Batch1,BR00135656,E08,control
broad,2022_11_28_Batch1,BR00135656,E09,control
broad,2022_11_28_Batch1,BR00135656,E10,control
broad,2022_11_28_Batch1,BR00135656,E11,control
broad,2022_11_28_Batch1,BR00135656,E12,control
broad,2022_11_28_Batch1,BR00135656,E13,control
broad,2022_11_28_Batch1,BR00135656,E14,control
broad,2022_11_28_Batch1,BR00135656,E15,control
broad,2022_11_28_Batch1,BR00135656,E16,control
broad,2022_11_28_Batch1,BR00135656,E17,control
broad,2022_11_28_Batch1,BR00135656,E18,control
broad,2022_11_28_Batch1,BR00135656,E19,control
broad,2022_11_28_Batch1,BR00135656,E20,control
broad,2022_11_28_Batch1,BR00135656,E21,control
broad,2022_11_28_Batch1,BR00135656,E22,control
broad,2022_11_28_Batch1,BR00135656,E23,control
broad,2022_11_28_Batch1,BR00135656,E24,control
broad,2022_11_28_Batch1,BR00135656,F01,control
broad,2022_11_28_Batch1,BR00135656,F02,control
broad,2022_11_28_Batch1,BR00135656,F03,control
broad,2022_11_28_Batch1,BR00135656,F04,control
broad,2022_11_28_Batch1,BR00135656,F05,control
broad,2022_11_28_Batch1,BR00135656,F06,control
broad,2022_11_28_Batch1,BR00135656,F07,control
broad,2022_11_28_Batch1,BR00135656,F08,control
broad,2022_11_28_Batch1,BR00135656,F09,control
broad,2022_11_28_Batch1,BR00135656,F10,control
broad,2022_11_28_Batch1,BR00135656,F11,control
broad,2022_11_28_Batch1,BR00135656,F12,control
broad,2022_11_28_Batch1,BR00135656,F13,control
broad,2022_11_28_Batch1,BR00135656,F14,control
broad,2022_11_28_Batch1,BR00135656,F15,control
broad,2022_11_28_Batch1,BR00135656,F16,control
broad,2022_11_28_Batch1,BR00135656,F17,control
broad,2022_11_28_Batch1,BR00135656,F18,control
broad,2022_11_28_Batch1,BR00135656,F19,control
broad,2022_11_28_Batch1,BR00135656,F20,control
broad,2022_11_28_Batch1,BR00135656,F21,control
broad,2022_11_28_Batch1,BR00135656,F22,control
broad,2022_11_28_Batch1,BR00135656,F23,control
broad,2022_11_28_Batch1,BR00135656,F24,control
broad,2022_11_28_Batch1,BR00135656,G01,control
broad,2022_11_28_Batch1,BR00135656,G02,control
broad,2022_11_28_Batch1,BR00135656,G03,control
broad,2022_11_28_Batch1,BR00135656,G04,control
broad,2022_11_28_Batch1,BR00135656,G05,control
broad,2022_11_28_Batch1,BR00135656,G06,control
broad,2022_11_28_Batch1,BR00135656,G07,control
broad,2022_11_28_Batch1,BR00135656,G08,control
broad,2022_11_28_Batch1,BR00135656,G09,control
broad,2022_11_28_Batch1,BR00135656,G10,control
broad,2022_11_28_Batch1,BR00135656,G11,control
broad,2022_11_28_Batch1,BR00135656,G12,control
broad,2022_11_28_Batch1,BR00135656,G13,control
broad,2022_11_28_Batch1,BR00135656,G14,control
broad,2022_11_28_Batch1,BR00135656,G15,control
broad,2022_11_28_Batch1,BR00135656,G16,control
broad,2022_11_28_Batch1,BR00135656,G17,control
broad,2022_11_28_Batch1,BR00135656,G18,control
broad,2022_11_28_Batch1,BR00135656,G19,control
broad,2022_11_28_Batch1,BR00135656,G20,control
broad,2022_11_28_Batch1,BR00135656,G21,control
broad,2022_11_28_Batch1,BR00135656,G22,control
broad,2022_11_28_Batch1,BR00135656,G23,control
broad,2022_11_28_Batch1,BR00135656,G24,control
broad,2022_11_28_Batch1,BR00135656,H01,control
broad,2022_11_28_Batch1,BR00135656,H02,control
broad,2022_11_28_Batch1,BR00135656,H03,control
broad,2022_11_28_Batch1,BR00135656,H04,control
broad,2022_11_28_Batch1,BR00135656,H05,control
broad,2022_11_28_Batch1,BR00135656,H06,control
broad,2022_11_28_Batch1,BR00135656,H07,control
broad,2022_11_28_Batch1,BR00135656,H08,control
broad,2022_11_28_Batch1,BR00135656,H09,control
broad,2022_11_28_Batch1,BR00135656,H10,control
broad,2022_11_28_Batch1,BR00135656,H11,control
broad,2022_11_28_Batch1,BR00135656,H12,control
broad,2022_11_28_Batch1,BR00135656,H13,control
broad,2022_11_28_Batch1,BR00135656,H14,control
broad,2022_11_28_Batch1,BR00135656,H15,control
broad,2022_11_28_Batch1,BR00135656,H16,control
broad,2022_11_28_Batch1,BR00135656,H17,control
broad,2022_11_28_Batch1,BR00135656,H18,control
broad,2022_11_28_Batch1,BR00135656,H19,control
broad,2022_11_28_Batch1,BR00135656,H20,control
broad,2022_11_28_Batch1,BR00135656,H21,control
broad,2022_11_28_Batch1,BR00135656,H22,control
broad,2022_11_28_Batch1,BR00135656,H23,control
broad,2022_11_28_Batch1,BR00135656,H24,control
broad,2022_11_28_Batch1,BR00135656,I01,control
broad,2022_11_28_Batch1,BR00135656,I02,control
broad,2022_11_28_Batch1,BR00135656,I03,control
broad,2022_11_28_Batch1,BR00135656,I04,control
broad,2022_11_28_Batch1,BR00135656,I05,control
broad,2022_11_28_Batch1,BR00135656,I06,control
broad,2022_11_28_Batch1,BR00135656,I07,control
broad,2022_11_28_Batch1,BR00135656,I08,control
broad,2022_11_28_Batch1,BR00135656,I09,control
broad,2022_11_28_Batch1,BR00135656,I10,control
broad,2022_11_28_Batch1,BR00135656,I11,control
broad,2022_11_28_Batch1,BR00135656,I12,control
broad,2022_11_28_Batch1,BR00135656,I13,control
broad,2022_11_28_Batch1,BR00135656,I14,control
broad,2022_11_28_Batch1,BR00135656,I15,control
broad,2022_11_28_Batch1,BR00135656,I16,control
broad,2022_11_28_Batch1,BR00135656,I17,control
broad,2022_11_28_Batch1,BR00135656,I18,control
broad,2022_11_28_Batch1,BR00135656,I19,control
broad,2022_11_28_Batch1,BR00135656,I20,control
broad,2022_11_28_Batch1,BR00135656,I21,control
broad,2022_11_28_Batch1,BR00135656,I22,control
broad,2022_11_28_Batch1,BR00135656,I23,control
broad,2022_11_28_Batch1,BR00135656,I24,control
broad,2022_11_28_Batch1,BR00135656,J01,control
broad,2022_11_28_Batch1,BR00135656,J02,control
broad,2022_11_28_Batch1,BR00135656,J03,control
broad,2022_11_28_Batch1,BR00135656,J04,control
broad,2022_11_28_Batch1,BR00135656,J05,control
broad,2022_11_28_Batch1,BR00135656,J06,control
broad,2022_11_28_Batch1,BR00135656,J07,control
broad,2022_11_28_Batch1,BR00135656,J08,control
broad,2022_11_28_Batch1,BR00135656,J09,control
broad,2022_11_28_Batch1,BR00135656,J10,control
broad,2022_11_28_Batch1,BR00135656,J11,control
broad,2022_11_28_Batch1,BR00135656,J12,control
broad,2022_11_28_Batch1,BR00135656,J13,control
broad,2022_11_28_Batch1,BR00135656,J14,control
broad,2022_11_28_Batch1,BR00135656,J15,control
broad,2022_11_28_Batch1,BR00135656,J16,control
broad,2022_11_28_Batch1,BR00135656,J17,control
broad,2022_11_28_Batch1,BR00135656,J18,control
broad,2022_11_28_Batch1,BR00135656,J19,control
broad,2022_11_28_Batch1,BR00135656,J20,control
broad,2022_11_28_Batch1,BR00135656,J21,control
broad,2022_11_28_Batch1,BR00135656,J22,control
broad,2022_11_28_Batch1,BR00135656,J23,control
broad,2022_11_28_Batch1,BR00135656,J24,control
broad,2022_11_28_Batch1,BR00135656,K01,control
broad,2022_11_28_Batch1,BR00135656,K02,control
broad,2022_11_28_Batch1,BR00135656,K03,control
broad,2022_11_28_Batch1,BR00135656,K04,control
broad,2022_11_28_Batch1,BR00135656,K05,control
broad,2022_11_28_Batch1,BR00135656,K06,control
broad,2022_11_28_Batch1,BR00135656,K07,control
broad,2022_11_28_Batch1,BR00135656,K08,control
broad,2022_11_28_Batch1,BR00135656,K09,control
broad,2022_11_28_Batch1,BR00135656,K10,control
broad,2022_11_28_Batch1,BR00135656,K11,control
broad,2022_11_28_Batch1,BR00135656,K12,control
broad,2022_11_28_Batch1,BR00135656,K13,control
broad,2022_11_28_Batch1,BR00135656,K14,control
broad,2022_11_28_Batch1,BR00135656,K15,control
broad,2022_11_28_Batch1,BR00135656,K16,control
broad,2022_11_28_Batch1,BR00135656,K17,control
broad,2022_11_28_Batch1,BR00135656,K18,control
broad,2022_11_28_Batch1,BR00135656,K19,control
broad,2022_11_28_Batch1,BR00135656,K20,control
broad,2022_11_28_Batch1,BR00135656,K21,control
broad,2022_11_28_Batch1,BR00135656,K22,control
broad,2022_11_28_Batch1,BR00135656,K23,control
broad,2022_11_28_Batch1,BR00135656,K24,control
broad,2022_11_28_Batch1,BR00135656,L01,control
broad,2022_11_28_Batch1,BR00135656,L02,control
broad,2022_11_28_Batch1,BR00135656,L03,control
broad,2022_11_28_Batch1,BR00135656,L04,control
broad,2022_11_28_Batch1,BR00135656,L05,control
broad,2022_11_28_Batch1,BR00135656,L06,control
broad,2022_11_28_Batch1,BR00135656,L07,control
broad,2022_11_28_Batch1,BR00135656,L08,control
broad,2022_11_28_Batch1,BR00135656,L09,control
broad,2022_11_28_Batch1,BR00135656,L10,control
broad,2022_11_28_Batch1,BR00135656,L11,control
broad,2022_11_28_Batch1,BR00135656,L12,control
broad,2022_11_28_Batch1,BR00135656,L13,control
broad,2022_11_28_Batch1,BR00135656,L14,control
broad,2022_11_28_Batch1,BR00135656,L15,control
broad,2022_11_28_Batch1,BR00135656,L16,control
broad,2022_11_28_Batch1,BR00135656,L17,control
broad,2022_11_28_Batch1,BR00135656,L18,control
broad,2022_11_28_Batch1,BR00135656,L19,control
broad,2022_11_28_Batch1,BR00135656,L20,control
broad,2022_11_28_Batch1,BR00135656,L21,control
broad,2022_11_28_Batch1,BR00135656,L22,control
broad,2022_11_28_Batch1,BR00135656,L23,control
broad,2022_11_28_Batch1,BR00135656,L24,control
broad,2022_11_28_Batch1,BR00135656,M01,control
broad,2022_11_28_Batch1,BR00135656,M02,control
broad,2022_11_28_Batch1,BR00135656,M03,control
broad,2022_11_28_Batch1,BR00135656,M04,control
broad,2022_11_28_Batch1,BR00135656,M05,control
broad,2022_11_28_Batch1,BR00135656,M06,control
broad,2022_11_28_Batch1,BR00135656,M07,control
broad,2022_11_28_Batch1,BR00135656,M08,control
broad,2022_11_28_Batch1,BR00135656,M09,control
broad,2022_11_28_Batch1,BR00135656,M10,control
broad,2022_11_28_Batch1,BR00135656,M11,control
broad,2022_11_28_Batch1,BR00135656,M12,control
broad,2022_11_28_Batch1,BR00135656,M13,control
broad,2022_11_28_Batch1,BR00135656,M14,control
broad,2022_11_28_Batch1,BR00135656,M15,control
broad,2022_11_28_Batch1,BR00135656,M16,control
broad,2022_11_28_Batch1,BR00135656,M17,control
broad,2022_11_28_Batch1,BR00135656,M18,control
broad,2022_11_28_Batch1,BR00135656,M19,control
broad,2022_11_28_Batch1,BR00135656,M20,control
broad,2022_11_28_Batch1,BR00135656,M21,control
broad,2022_11_28_Batch1,BR00135656,M22,control
broad,2022_11_28_Batch1,BR00135656,M23,control
broad,2022_11_28_Batch1,BR00135656,M24,control
broad,2022_11_28_Batch1,BR00135656,N01,control
broad,2022_11_28_Batch1,BR00135656,N02,control
broad,2022_11_28_Batch1,BR00135656,N03,control
broad,2022_11_28_Batch1,BR00135656,N04,control
broad,2022_11_28_Batch1,BR00135656,N05,control
broad,2022_11_28_Batch1,BR00135656,N06,control
broad,2022_11_28_Batch1,BR00135656,N07,control
broad,2022_11_28_Batch1,BR00135656,N08,control
broad,2022_11_28_Batch1,BR00135656,N09,control
broad,2022_11_28_Batch1,BR00135656,N10,control
broad,2022_11_28_Batch1,BR00135656,N11,control
broad,2022_11_28_Batch1,BR00135656,N12,control
broad,2022_11_28_Batch1,BR00135656,N13,control
broad,2022_11_28_Batch1,BR00135656,N14,control
broad,2022_11_28_Batch1,BR00135656,N15,control
broad,2022_11_28_Batch1,BR00135656,N16,control
broad,2022_11_28_Batch1,BR00135656,N17,control
broad,2022_11_28_Batch1,BR00135656,N18,control
broad,2022_11_28_Batch1,BR00135656,N19,control
broad,2022_11_28_Batch1,BR00135656,N20,control
broad,2022_11_28_Batch1,BR00135656,N21,control
broad,2022_11_28_Batch1,BR00135656,N22,control
broad,2022_11_28_Batch1,BR00135656,N23,control
broad,2022_11_28_Batch1,BR00135656,N24,control
broad,2022_11_28_Batch1,BR00135656,O01,control
broad,2022_11_28_Batch1,BR00135656,O02,control
broad,2022_11_28_Batch1,BR00135656,O03,control
broad,2022_11_28_Batch1,BR00135656,O04,control
broad,2022_11_28_Batch1,BR00135656,O05,control
broad,2022_11_28_Batch1,BR00135656,O06,control
broad,2022_11_28_Batch1,BR00135656,O07,control
broad,2022_11_28_Batch1,BR00135656,O08,control
broad,2022_11_28_Batch1,BR00135656,O09,control
broad,2022_11_28_Batch1,BR00135656,O10,control
broad,2022_11_28_Batch1,BR00135656,O11,control
broad,2022_11_28_Batch1,BR00135656,O12,control
broad,2022_11_28_Batch1,BR00135656,O13,control
broad,2022_11_28_Batch1,BR00135656,O14,control
broad,2022_11_28_Batch1,BR00135656,O15,control
broad,2022_11_28_Batch1,BR00135656,O16,control
broad,2022_11_28_Batch1,BR00135656,O17,control
broad,2022_11_28_Batch1,BR00135656,O18,control
broad,2022_11_28_Batch1,BR00135656,O19,control
broad,2022_11_28_Batch1,BR00135656,O20,control
broad,2022_11_28_Batch1,BR00135656,O21,control
broad,2022_11_28_Batch1,BR00135656,O22,control
broad,2022_11_28_Batch1,BR00135656,O23,control
broad,2022_11_28_Batch1,BR00135656,O24,control
broad,2022_11_28_Batch1,BR00135656,P01,control
broad,2022_11_28_Batch1,BR00135656,P02,control
broad,2022_11_28_Batch1,BR00135656,P03,control
broad,2022_11_28_Batch1,BR00135656,P04,control
broad,2022_11_28_Batch1,BR00135656,P05,control
broad,2022_11_28_Batch1,BR00135656,P06,control
broad,2022_11_28_Batch1,BR00135656,P07,control
broad,2022_11_28_Batch1,BR00135656,P08,control
broad,2022_11_28_Batch1,BR00135656,P09,control
broad,2022_11_28_Batch1,BR00135656,P10,control
broad,2022_11_28_Batch1,BR00135656,P11,control
broad,2022_11_28_Batch1,BR00135656,P12,control
broad,2022_11_28_Batch1,BR00135656,P13,control
broad,2022_11_28_Batch1,BR00135656,P14,control
broad,2022_11_28_Batch1,BR00135656,P15,control
broad,2022_11_28_Batch1,BR00135656,P16,control
broad,2022_11_28_Batch1,BR00135656,P17,control
broad,2022_11_28_Batch1,BR00135656,P18,control
broad,2022_11_28_Batch1,BR00135656,P19,control
broad,2022_11_28_Batch1,BR00135656,P20,control
broad,2022_11_28_Batch1,BR00135656,P21,control
broad,2022_11_28_Batch1,BR00135656,P22,control
broad,2022_11_28_Batch1,BR00135656,P23,control
broad,2022_11_28_Batch1,BR00135656,P24,control
broad,2022_11_28_Batch1,BR00135664,A01,control
broad,2022_11_28_Batch1,BR00135664,A02,control
broad,2022_11_28_Batch1,BR00135664,A03,BRD-K29462201-001-02-7
broad,2022_11_28_Batch1,BR00135664,A04,BRD-K94830213-001-01-3
broad,2022_11_28_Batch1,BR00135664,A05,BRD-K77987382-001-16-9
broad,2022_11_28_Batch1,BR00135664,A06,BRD-K11905747-300-12-1
broad,2022_11_28_Batch1,BR00135664,A07,BRD-K01825841-004-02-9
broad,2022_11_28_Batch1,BR00135664,A08,BRD-K99621550-300-04-9
broad,2022_11_28_Batch1,BR00135664,A09,BRD-K01826560-300-20-9
broad,2022_11_28_Batch1,BR00135664,A10,BRD-K38684403-001-07-9
broad,2022_11_28_Batch1,BR00135664,A11,BRD-K00003617-003-01-9
broad,2022_11_28_Batch1,BR00135664,A12,BRD-K25838957-001-02-9
broad,2022_11_28_Batch1,BR00135664,A13,BRD-K87700323-311-08-9
broad,2022_11_28_Batch1,BR00135664,A14,BRD-K72992801-001-16-9
broad,2022_11_28_Batch1,BR00135664,A15,BRD-K01826515-003-11-9
broad,2022_11_28_Batch1,BR00135664,A16,BRD-K01825680-001-02-9
broad,2022_11_28_Batch1,BR00135664,A17,BRD-K47264279-001-08-9
broad,2022_11_28_Batch1,BR00135664,A18,BRD-K05673000-323-14-9
broad,2022_11_28_Batch1,BR00135664,A19,BRD-K75527158-360-07-2
broad,2022_11_28_Batch1,BR00135664,A20,BRD-K84466663-001-08-9
broad,2022_11_28_Batch1,BR00135664,A21,BRD-K00029602-001-02-9
broad,2022_11_28_Batch1,BR00135664,A22,BRD-A09370961-001-02-9
broad,2022_11_28_Batch1,BR00135664,A23,control
broad,2022_11_28_Batch1,BR00135664,A24,control
broad,2022_11_28_Batch1,BR00135664,B01,control
broad,2022_11_28_Batch1,BR00135664,B02,control
broad,2022_11_28_Batch1,BR00135664,B03,BRD-K15426076-001-02-9
broad,2022_11_28_Batch1,BR00135664,B04,BRD-K78321730-001-13-9
broad,2022_11_28_Batch1,BR00135664,B05,BRD-K46914825-300-07-9
broad,2022_11_28_Batch1,BR00135664,B06,BRD-K22518984-001-04-9
broad,2022_11_28_Batch1,BR00135664,B07,BRD-K86161929-001-15-9
broad,2022_11_28_Batch1,BR00135664,B08,BRD-K27217864-001-23-9
broad,2022_11_28_Batch1,BR00135664,B09,BRD-K14796088-311-27-9
broad,2022_11_28_Batch1,BR00135664,B10,BRD-K93632104-001-20-9
broad,2022_11_28_Batch1,BR00135664,B11,BRD-K00002625-402-02-9
broad,2022_11_28_Batch1,BR00135664,B12,BRD-K85925969-001-19-9
broad,2022_11_28_Batch1,BR00135664,B13,BRD-K30697463-001-19-9
broad,2022_11_28_Batch1,BR00135664,B14,BRD-K10103010-001-05-9
broad,2022_11_28_Batch1,BR00135664,B15,BRD-K10314788-003-13-9
broad,2022_11_28_Batch1,BR00135664,B16,BRD-K80262108-001-08-9
broad,2022_11_28_Batch1,BR00135664,B17,BRD-K00003591-001-01-9
broad,2022_11_28_Batch1,BR00135664,B18,BRD-K04704168-003-16-9
broad,2022_11_28_Batch1,BR00135664,B19,BRD-K91456750-001-01-9
broad,2022_11_28_Batch1,BR00135664,B20,BRD-K51095933-231-16-9
broad,2022_11_28_Batch1,BR00135664,B21,BRD-A81233518-004-17-9
broad,2022_11_28_Batch1,BR00135664,B22,BRD-K85503079-001-02-8
broad,2022_11_28_Batch1,BR00135664,B23,control
broad,2022_11_28_Batch1,BR00135664,B24,control
broad,2022_11_28_Batch1,BR00135664,C01,control
broad,2022_11_28_Batch1,BR00135664,C02,control
broad,2022_11_28_Batch1,BR00135664,C03,BRD-K34098590-001-02-1
broad,2022_11_28_Batch1,BR00135664,C04,BRD-K11292736-300-04-9
broad,2022_11_28_Batch1,BR00135664,C05,BRD-K01826304-001-02-9
broad,2022_11_28_Batch1,BR00135664,C06,BRD-K97752965-001-18-9
broad,2022_11_28_Batch1,BR00135664,C07,BRD-K51431759-001-03-9
broad,2022_11_28_Batch1,BR00135664,C08,BRD-K97181089-003-25-9
broad,2022_11_28_Batch1,BR00135664,C09,BRD-K20338176-001-19-9
broad,2022_11_28_Batch1,BR00135664,C10,BRD-K00004970-001-01-9
broad,2022_11_28_Batch1,BR00135664,C11,BRD-K78113049-002-20-9
broad,2022_11_28_Batch1,BR00135664,C12,BRD-K30020243-051-05-9
broad,2022_11_28_Batch1,BR00135664,C13,BRD-K67121414-001-04-9
broad,2022_11_28_Batch1,BR00135664,C14,BRD-K78666826-003-03-9
broad,2022_11_28_Batch1,BR00135664,C15,BRD-K82181219-300-05-9
broad,2022_11_28_Batch1,BR00135664,C16,BRD-A17846016-001-14-9
broad,2022_11_28_Batch1,BR00135664,C17,BRD-K78841970-001-14-6
broad,2022_11_28_Batch1,BR00135664,C18,BRD-K24548560-342-03-9
broad,2022_11_28_Batch1,BR00135664,C19,BRD-A37390343-003-04-3
broad,2022_11_28_Batch1,BR00135664,C20,BRD-K53484294-001-03-9
broad,2022_11_28_Batch1,BR00135664,C21,BRD-A14208071-004-19-8
broad,2022_11_28_Batch1,BR00135664,C22,BRD-K00003582-015-01-9
broad,2022_11_28_Batch1,BR00135664,C23,control
broad,2022_11_28_Batch1,BR00135664,C24,control
broad,2022_11_28_Batch1,BR00135664,D01,control
broad,2022_11_28_Batch1,BR00135664,D02,control
broad,2022_11_28_Batch1,BR00135664,D03,BRD-K52459643-001-18-9
broad,2022_11_28_Batch1,BR00135664,D04,BRD-K62310379-001-14-9
broad,2022_11_28_Batch1,BR00135664,D05,BRD-K40407248-001-04-9
broad,2022_11_28_Batch1,BR00135664,D06,BRD-K38775274-001-29-9
broad,2022_11_28_Batch1,BR00135664,D07,BRD-K01826774-344-07-9
broad,2022_11_28_Batch1,BR00135664,D08,BRD-K76022557-003-29-9
broad,2022_11_28_Batch1,BR00135664,D09,BRD-K01666935-065-02-9
broad,2022_11_28_Batch1,BR00135664,D10,BRD-K19507340-001-28-9
broad,2022_11_28_Batch1,BR00135664,D11,BRD-K54247840-004-01-3
broad,2022_11_28_Batch1,BR00135664,D12,BRD-K59574735-001-13-9
broad,2022_11_28_Batch1,BR00135664,D13,BRD-K06895174-001-04-9
broad,2022_11_28_Batch1,BR00135664,D14,BRD-K93645900-001-14-9
broad,2022_11_28_Batch1,BR00135664,D15,BRD-K01095011-001-16-9
broad,2022_11_28_Batch1,BR00135664,D16,BRD-K00004293-001-01-9
broad,2022_11_28_Batch1,BR00135664,D17,BRD-K43806473-066-04-9
broad,2022_11_28_Batch1,BR00135664,D18,BRD-K86887724-001-13-9
broad,2022_11_28_Batch1,BR00135664,D19,BRD-K73196317-003-21-9
broad,2022_11_28_Batch1,BR00135664,D20,BRD-K11717138-001-31-9
broad,2022_11_28_Batch1,BR00135664,D21,BRD-K01826511-008-18-9
broad,2022_11_28_Batch1,BR00135664,D22,BRD-K18423410-003-04-9
broad,2022_11_28_Batch1,BR00135664,D23,control
broad,2022_11_28_Batch1,BR00135664,D24,control
broad,2022_11_28_Batch1,BR00135664,E01,control
broad,2022_11_28_Batch1,BR00135664,E02,control
broad,2022_11_28_Batch1,BR00135664,E03,BRD-K59895502-001-01-9
broad,2022_11_28_Batch1,BR00135664,E04,BRD-K31484631-001-12-9
broad,2022_11_28_Batch1,BR00135664,E05,BRD-A20550616-001-03-7
broad,2022_11_28_Batch1,BR00135664,E06,BRD-K63550407-001-16-9
broad,2022_11_28_Batch1,BR00135664,E07,BRD-K01826546-001-06-9
broad,2022_11_28_Batch1,BR00135664,E08,BRD-K78485176-001-10-9
broad,2022_11_28_Batch1,BR00135664,E09,BRD-K81672972-234-15-9
broad,2022_11_28_Batch1,BR00135664,E10,BRD-K52827117-001-04-9
broad,2022_11_28_Batch1,BR00135664,E11,BRD-A15909516-001-09-9
